Entry id,Entry URL,SED-ML location,SED-ML URL,Output type,Output id,Output name,Revised name,Reviewed by Karr
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB2_red.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB2_red.sedml,Plot2D,plot_2_task1,"Concentrations, Volumes, and Global Quantity Values",Figure 2b (red),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB2_red.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB2_red.sedml,Report,report_task1,fig,Figure 2b (red),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_blue.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_blue.sedml,Plot2D,plot_2_task1,"Concentrations, Volumes, and Global Quantity Values",Figure 3b (blue),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_blue.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_blue.sedml,Report,report_task1,fig,Figure 3b (blue),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_green.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_green.sedml,Plot2D,plot_2_task1,"Concentrations, Volumes, and Global Quantity Values",Figure 3b (green),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_green.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_green.sedml,Report,report_task1,fig,Figure 3b (green),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_red.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_red.sedml,Plot2D,plot_2_task1,"Concentrations, Volumes, and Global Quantity Values",Figure 3b (red),
BIOMD0000000279,https://www.ebi.ac.uk/biomodels/BIOMD0000000279,figB3_red.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000279/figB3_red.sedml,Report,report_task1,fig,Figure 3b (red),
BIOMD0000000297,https://www.ebi.ac.uk/biomodels/BIOMD0000000297,f3.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000297/f3.sedml,Plot2D,plot_1_task1,f3a,Figure 3a,
BIOMD0000000297,https://www.ebi.ac.uk/biomodels/BIOMD0000000297,f3.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000297/f3.sedml,Plot2D,plot_2_task1,f3b,Figure 3b,
BIOMD0000000297,https://www.ebi.ac.uk/biomodels/BIOMD0000000297,f3.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000297/f3.sedml,Plot2D,plot_3_task1,f3c,Figure 3c,
BIOMD0000000297,https://www.ebi.ac.uk/biomodels/BIOMD0000000297,f3.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000297/f3.sedml,Plot2D,plot_4_task1,f3d,Figure 3d,
BIOMD0000000342,https://www.ebi.ac.uk/biomodels/BIOMD0000000342,Zi2011_fig1Cblue.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000342/Zi2011_fig1Cblue.sedml,Plot2D,plot_1_task1,fig1,Figure 1c (blue),
BIOMD0000000342,https://www.ebi.ac.uk/biomodels/BIOMD0000000342,Zi2011_fig1Cred.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000342/Zi2011_fig1Cred.sedml,Plot2D,plot_1_task1,fig1,Figure 1c (red),
BIOMD0000000343,https://www.ebi.ac.uk/biomodels/BIOMD0000000343,BIOMD0000000343_withevent.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000343/BIOMD0000000343_withevent.sedml,Plot2D,plot_1_task1,Fig D,Figure 5,
BIOMD0000000373,https://www.ebi.ac.uk/biomodels/BIOMD0000000373,373.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000373/373.sedml,Plot2D,plot_1_task1,plot_1,Figure 5,
BIOMD0000000374,https://www.ebi.ac.uk/biomodels/BIOMD0000000374,374.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000374/374.sedml,Plot2D,plot_1_task1,plot_1,Figure 1,
BIOMD0000000375,https://www.ebi.ac.uk/biomodels/BIOMD0000000375,375.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000375/375.sedml,Plot2D,plot_1_task1,plot_1,Figure 2,
BIOMD0000000376,https://www.ebi.ac.uk/biomodels/BIOMD0000000376,376.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000376/376.sedml,Plot2D,plot_1_task1,plot_1,Figure 4,
BIOMD0000000377,https://www.ebi.ac.uk/biomodels/BIOMD0000000377,377.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000377/377.sedml,Plot2D,plot_1_task1,plot_1,Figure 2,
BIOMD0000000378,https://www.ebi.ac.uk/biomodels/BIOMD0000000378,378.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000378/378.sedml,Plot2D,plot_1_task1,plot_1,Figure 3,
BIOMD0000000459,https://www.ebi.ac.uk/biomodels/BIOMD0000000459,BIOMD0000000459.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000459/BIOMD0000000459.sedml,Plot2D,plot1,,Figure 3c,
BIOMD0000000460,https://www.ebi.ac.uk/biomodels/BIOMD0000000460,BIOMD0000000460.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000460/BIOMD0000000460.sedml,Plot2D,plot1,,Figure 3b,
BIOMD0000000461,https://www.ebi.ac.uk/biomodels/BIOMD0000000461,BIOMD0000000461.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000461/BIOMD0000000461.sedml,Plot2D,plot1,,Figure 3a,
BIOMD0000000468,https://www.ebi.ac.uk/biomodels/BIOMD0000000468,Integratedmodel_noshearstress.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000468/Integratedmodel_noshearstress.sedml,Plot2D,plot_1_task1,plot_1,Figure 6,
BIOMD0000000468,https://www.ebi.ac.uk/biomodels/BIOMD0000000468,Integratedmodel_shearstress.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000468/Integratedmodel_shearstress.sedml,Plot2D,plot_1_task1,plot_1,Figure 6,
BIOMD0000000474,https://www.ebi.ac.uk/biomodels/BIOMD0000000474,MODEL1212210000_eventsForFigure3A.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000474/MODEL1212210000_eventsForFigure3A.sedml,Plot2D,plot_1_task1,Figure3A,Figure 3a,
BIOMD0000000477,https://www.ebi.ac.uk/biomodels/BIOMD0000000477,MODEL1308080000_figure5.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000477/MODEL1308080000_figure5.sedml,Plot2D,plot_1_task1,Reaction Fluxes 1,Figure 5,
BIOMD0000000477,https://www.ebi.ac.uk/biomodels/BIOMD0000000477,MODEL1308080000_figure5.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000477/MODEL1308080000_figure5.sedml,Plot2D,plot_2_task1,Reaction Fluxes 2,Figure 5,
BIOMD0000000490,https://www.ebi.ac.uk/biomodels/BIOMD0000000490,Demin2013_ML10mg.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000490/Demin2013_ML10mg.sedml,Plot2D,plot_1_task1,Figure2,Figure 2,
BIOMD0000000490,https://www.ebi.ac.uk/biomodels/BIOMD0000000490,Demin2013_ML50mg.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000490/Demin2013_ML50mg.sedml,Plot2D,plot_1_task1,Figure2,Figure 2,
BIOMD0000000490,https://www.ebi.ac.uk/biomodels/BIOMD0000000490,Demin2013_ZL400mg.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000490/Demin2013_ZL400mg.sedml,Plot2D,plot_1_task1,Figure2,Figure 2,
BIOMD0000000490,https://www.ebi.ac.uk/biomodels/BIOMD0000000490,Demin2013_ZL600mg.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000490/Demin2013_ZL600mg.sedml,Plot2D,plot_1_task1,Figure2,Figure 2,
BIOMD0000000498,https://www.ebi.ac.uk/biomodels/BIOMD0000000498,BIOMD0000000498.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000498/BIOMD0000000498.sedml,Plot2D,plot_2_task3,"Scan of Concentrations, Volumes, and Global Quantity Values",Figure 3,
BIOMD0000000500,https://www.ebi.ac.uk/biomodels/BIOMD0000000500,MODEL1311130001_highcoop.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000500/MODEL1311130001_highcoop.sedml,Plot2D,plot_2_task3,"Scan of Concentrations, Volumes, and Global Quantity Values","Figure 5a (1 x GAS, high cooperativity)",
BIOMD0000000500,https://www.ebi.ac.uk/biomodels/BIOMD0000000500,MODEL1311130001_lowcoop.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000500/MODEL1311130001_lowcoop.sedml,Plot2D,plot_2_task3,"Scan of Concentrations, Volumes, and Global Quantity Values","Figure 5a (1 X GAS, low cooperativity)",
BIOMD0000000501,https://www.ebi.ac.uk/biomodels/BIOMD0000000501,MODEL1311130000_lowcoop.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000501/MODEL1311130000_lowcoop.sedml,Plot2D,plot_2_task3,"Scan of Concentrations, Volumes, and Global Quantity Values","Figure 5a (2 X GAS, low cooperativity)",
BIOMD0000000531,https://www.ebi.ac.uk/biomodels/BIOMD0000000531,model.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000531/model.sedml,Plot2D,plot_1_task1,"Concentrations, Volumes, and Global Quantity Values",Figure 3,
BIOMD0000000532,https://www.ebi.ac.uk/biomodels/BIOMD0000000532,Vazquez2014.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000532/Vazquez2014.sedml,Plot2D,plot_1_task1,"Concentrations, Volumes, and Global Quantity Values_1",Figure 2a,
BIOMD0000000532,https://www.ebi.ac.uk/biomodels/BIOMD0000000532,Vazquez2014.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000532/Vazquez2014.sedml,Plot2D,plot_4_task2,"Scan of Concentrations, Volumes, and Global Quantity Values",Figure 2a,
BIOMD0000000533,https://www.ebi.ac.uk/biomodels/BIOMD0000000533,Steckmann2012 (F3).sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000533/Steckmann2012 (F3).sedml,Plot2D,plot_1_task1,Species,Figure 3,
BIOMD0000000533,https://www.ebi.ac.uk/biomodels/BIOMD0000000533,Steckmann2012 (F4).sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000533/Steckmann2012 (F4).sedml,Plot2D,plot_1_task1,Species,Figure 3,
BIOMD0000000538,https://www.ebi.ac.uk/biomodels/BIOMD0000000538,Clarke2000.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000538/Clarke2000.sedml,Plot2D,plot_1_task1,Figure 1.c (constant risk equation),Figure 1c,
BIOMD0000000538,https://www.ebi.ac.uk/biomodels/BIOMD0000000538,Clarke2000.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000538/Clarke2000.sedml,Plot2D,plot_2_task1,Figure 2.a (exponentially decreasing risk equation),Figure 2a,
BIOMD0000000542,https://www.ebi.ac.uk/biomodels/BIOMD0000000542,5Yuraszeck2010.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000542/5Yuraszeck2010.sedml,Plot2D,plot_1_task1,Fig6,Figure 6,
BIOMD0000000542,https://www.ebi.ac.uk/biomodels/BIOMD0000000542,Yuraszeck2010.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000542/Yuraszeck2010.sedml,Plot2D,plot_1_task1,Fig6,Figure 6,
BIOMD0000000548,https://www.ebi.ac.uk/biomodels/BIOMD0000000548,Sneppen2009.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000548/Sneppen2009.sedml,Plot2D,plot_1_task1,Figure 3,Figure 3,
BIOMD0000000551,https://www.ebi.ac.uk/biomodels/BIOMD0000000551,Das2010(final).sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000551/Das2010(final).sedml,Plot2D,plot_1_task1,Figure 4,Figure 4,
BIOMD0000000552,https://www.ebi.ac.uk/biomodels/BIOMD0000000552,Ehrenstein2000.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000552/Ehrenstein2000.sedml,Plot2D,plot_1_task1,Figure 1,Figure 1,
BIOMD0000000553,https://www.ebi.ac.uk/biomodels/BIOMD0000000553,Ehrenstein1997.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000553/Ehrenstein1997.sedml,Plot2D,plot_1_task1,Figure 1,Figure 1,
BIOMD0000000554,https://www.ebi.ac.uk/biomodels/BIOMD0000000554,Cloutier2009(final).sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000554/Cloutier2009(final).sedml,Plot2D,plot_1_task1,Figure 2,Figure 2,
BIOMD0000000555,https://www.ebi.ac.uk/biomodels/BIOMD0000000555,Auer2010.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000555/Auer2010.sedml,Plot2D,plot_3_task2,Figure 1,Figure 1,
BIOMD0000000555,https://www.ebi.ac.uk/biomodels/BIOMD0000000555,Auer2010.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000555/Auer2010.sedml,Plot2D,plot_4_task2,Figure 2,Figure 2,
BIOMD0000000556,https://www.ebi.ac.uk/biomodels/BIOMD0000000556,Ortega2013.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000556/Ortega2013.sedml,Plot2D,plot_2_task2,Figure 3,Figure 3,
BIOMD0000000556,https://www.ebi.ac.uk/biomodels/BIOMD0000000556,Ortega2013(NoDrug).sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000556/Ortega2013(NoDrug).sedml,Plot2D,plot_2_task2,Figure 3,Figure 3,
BIOMD0000000558,https://www.ebi.ac.uk/biomodels/BIOMD0000000558,Cloutier2012.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000558/Cloutier2012.sedml,Plot2D,plot_1_task1,Figure 1,Figure 1,
BIOMD0000000559,https://www.ebi.ac.uk/biomodels/BIOMD0000000559,Ouzounoglou2014.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000559/Ouzounoglou2014.sedml,Plot2D,plot_1_task1,Figure 7,Figure 7,
BIOMD0000000561,https://www.ebi.ac.uk/biomodels/BIOMD0000000561,Martins2013.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000561/Martins2013.sedml,Plot2D,plot_2_task2,Figure 1,Figure 1,
BIOMD0000000566,https://www.ebi.ac.uk/biomodels/BIOMD0000000566,Morris2009.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000566/Morris2009.sedml,Plot2D,plot_2_task2,Figure 3,Figure 3,
BIOMD0000000567,https://www.ebi.ac.uk/biomodels/BIOMD0000000567,Morris2008.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000567/Morris2008.sedml,Plot2D,plot_2_task2,Figure 2,Figure 2,
BIOMD0000000568,https://www.ebi.ac.uk/biomodels/BIOMD0000000568,Mueller2015.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000568/Mueller2015.sedml,Plot2D,plot_1_task1,Figure 4,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_1_task1,"F_in (trapezoidal function), F_out",Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_2_task1,Venous volume,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_3_task1,Fig 4 LACi GLCi,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_4_task1,Fig 4 rCBF cRMRO2,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_5_task1,Fig. 4 Nai,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_6_task1,Fig 4 PCr ATP,Figure 4,
BIOMD0000000570,https://www.ebi.ac.uk/biomodels/BIOMD0000000570,Aubert2002.sedml,https://github.com/sys-bio/temp-biomodels/blob/main/final/BIOMD0000000570/Aubert2002.sedml,Plot2D,plot_7_task1,Fig 4 rVv rO2c,Figure 4,
