AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6PP_c_Keq;G6PP_c_KmGlc;G6PP_c_KmGlc6P;G6PP_c_Vmax;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_3PGAT_g_k;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.479837;0.0309972;39.4089;0.085951;16.9856;58.9613;122.878;0.474675;0.679148;0.909508;0.099592;2.402;87.8732;185.123;0.0728007;1.38809;3.91403;0.525842;0.104261;0.0151373;0.00793117;0.0701396;586.161;32.5931;4.07192;0.0602531;0.235205;638.513;18930.7;0.107458;2.20684;0.370308;0.0110964;483.195;3.89042;0.0339199;0.0579314;0.00946772;0.000100803;7.07487;5.72557;0.0491008;0.0587953;0.009374;8.36E-05;7.07487;337.67;5.41846;7.78546;8.66283;0.0771624;0.117153;0.140166;0.309943;0.0225413;0.340786;757.611;602.853;820.398;0.000812451;0.532948;0.347374;0.407659;3.97197;214.361;1.67949;358.647;0.968787;92.8218;0.682433;6186.96;702.226;0.106598;0.123427;0.0932281;15.636;121.319;0.0655283;876.994;0.145464;0.0989848;0.102372;11.8729;1730.08;1012.78;10.2849;10.1949;0.996192;0.0657516;0.937711;0.0391673;1639.45;0.16702;0.173383;0.143591;213.173;0.47296;0.121264;0.136461;0.422376;1889.75;1303.94;3228.94;0.000826985;2.20413;0.330191;0.352833;2786.74;1229.87;20772.5;0.0161065;0.0594922;25.9715;0.0517553;15777.1;0.045892;0.0574231;4.58321;0.0575826;5.21516;4.7381;1.10669;58.2736;5.09026;5.22689;1.3947;58.2736;10317.8;0.692632;0.540362;0.121466;14.9573;0.460608;69.9426;944.485;2.69962;1.98304;219.275;0.00928018;0.18256;0.225148;0.517041;0.353843;5.71961;1110.68;0.0474634;1.07975;0.253761;1154.27;5715.44;433.118;0.121157;0.000773597;0.00749654;0.00148992;236.463;283.325;37.2766;0.00268842;0.000848791;0.000554806;0.0313931;8.42868;46.354;0.00319229;0.00128405;0.000639433;0.030771;8.42868;3.85567
0.470968;0.259326;6.25819;0.145309;5.41318;26.193;55.6153;0.471814;0.228789;0.469517;0.0424087;0.271717;2292.84;4859.63;0.152109;1.01517;3.78274;0.809476;0.118197;0.0161358;0.010962;0.061898;598.58;50.6188;3.83474;0.050904;0.226598;632.414;14753.1;0.089052;1.63379;0.415547;0.0112327;487.984;9.23753;0.0412238;0.056612;0.00930143;0.000130849;9.27777;5.06042;0.0332119;0.0581151;0.00902921;8.50E-05;9.27777;359.355;7.00881;5.09773;16.2255;0.0743814;0.0693053;0.198399;0.402841;0.0141427;0.150132;1864.03;310.441;64.6338;0.000893337;0.567674;0.206743;0.471483;4.27062;187.583;1.68705;380.125;1.06916;133.701;0.786912;93072.1;781.945;0.112843;0.103334;0.0936317;9.86381;78.2751;0.0365963;660.666;0.106584;0.107484;0.0962853;11.9901;2060.6;963.382;13.8266;11.9253;8.34919;0.0760918;1.0289;0.0387302;1764.17;0.162359;0.191167;0.146812;221.968;0.491495;0.158714;0.108363;0.444352;2786.06;1396.33;3275.13;0.00369694;1.23939;0.329385;0.189014;3262.92;1198.11;19844.1;0.011249;0.0491625;26.2435;0.053371;17554.8;0.0538097;0.0494816;4.6312;0.0552062;6.50183;5.86683;1.21063;87.6448;5.60596;4.25051;1.22297;87.6448;12155;0.457861;0.760241;0.104548;15.3759;0.372452;55.3312;1106.63;2.34236;2.10504;239.997;0.0125874;0.2455;0.211847;0.466288;0.400619;6.19033;493.938;0.0476921;1.17514;0.268514;1183.65;5670.92;460.018;0.177919;0.000750467;0.00720806;0.000872232;221.119;405.677;43.533;0.00387981;0.00125125;0.000645341;0.0346195;9.10864;63.1708;0.00324566;0.000948712;0.000583995;0.0343489;9.10864;2.01269
0.480518;0.013448;4.00622;1.0536;32.7259;68.2558;142.046;0.498068;0.0886188;4.35632;0.135605;1.99628;32.6548;65.563;0.0822003;1.56872;3.90786;0.524658;0.0886542;0.0146206;0.00943488;0.0715035;904.519;42.4518;3.42841;0.06313;0.28385;558.834;20588;0.0959862;2.48841;0.399571;0.00885416;470.422;5.66977;0.0344346;0.0606407;0.00946;0.000120125;5.27807;6.18841;0.0446554;0.0569284;0.00917436;8.40E-05;5.27807;229.836;5.85471;3.96994;26.7219;0.0599003;0.103384;0.17732;0.380445;0.0183586;8.81869;1075.3;510.166;824.619;0.000852701;0.578873;0.29879;0.453418;3.51742;181.284;1.77183;382.211;1.13722;77.1246;0.814694;345220;832.348;0.106421;0.106122;0.103179;11.9063;201.343;0.09652;628.646;0.111137;0.134624;0.0932264;9.61749;1884.68;951.638;14.3587;11.1286;1.70077;0.0581215;1.10357;0.0447691;2070.51;0.164107;0.176862;0.147831;222.794;0.453035;0.126023;0.139534;0.463655;2051.86;1376.78;3275.69;0.0291167;1.25996;0.0234374;0.275425;2133.56;1141.47;18203.9;0.00893262;0.0476189;25.8378;0.050989;17488.1;0.0626214;0.0657157;4.5596;0.0562011;4.39198;3.4441;1.19721;65.497;6.29926;3.94479;1.52231;65.497;10611.8;0.663748;0.583609;0.124594;14.514;0.299531;43.5537;1142.21;2.70232;2.0568;222.467;0.01199;0.294098;0.290588;0.63477;0.400854;14.1657;1848.57;0.0447004;1.22363;0.261901;1242.86;5951.07;419.032;0.103408;0.000772359;0.00614281;0.00061552;313.185;393.734;42.6575;0.00343296;0.00123747;0.000699463;0.0329394;10.0817;39.3188;0.00361241;0.00118211;0.00073457;0.0270429;10.0817;3.27559
0.497789;0.172244;2.77151;1.41019;1905.78;363.791;730.814;0.472289;1.09786;2.69161;0.0786774;136.925;66.9876;141.836;0.0846392;1.66457;3.70783;0.537837;0.112533;0.0145189;0.00920733;0.0661157;715.464;40.5343;4.66084;0.0611005;0.223406;598.53;13802.7;0.12285;1.68076;0.40383;0.0117351;440.421;4.60572;0.0408103;0.0603211;0.00890494;0.000100509;11.3858;10.6582;0.0438983;0.0593009;0.00963183;0.000104367;11.3858;278.743;4.13891;5.57566;27.0265;0.0804985;0.126467;0.117339;0.378955;0.0157939;1.1228;884.436;498.519;39.3247;0.000851113;0.555957;0.229801;0.44126;4.65381;213.508;1.7332;359.988;1.06446;148.462;0.830572;132889;664.115;0.124091;0.102279;0.0845518;14.1237;50.3974;0.0293702;573.584;0.136286;0.108195;0.110519;13.8091;1665.54;1014.81;11.7383;10.2074;3.55375;0.0684354;1.00377;0.0374132;1724.52;0.171481;0.165609;0.139272;220.157;0.444327;0.12863;0.126554;0.342461;1662.03;1396.25;3404.4;0.00424216;1.46367;0.0308522;0.282573;3058.35;1537.64;20548.8;0.018872;0.063857;39.0546;0.0533947;14868;0.0404317;0.0369134;6.89198;0.0536878;6.34158;4.07565;0.926982;73.2198;5.43806;5.12978;1.51954;73.2198;12089.9;0.729967;0.742426;0.130589;14.9006;0.380524;49.121;1702.41;2.66219;2.0802;232.507;0.0106333;0.257949;0.192462;0.595395;0.482867;7.32164;633.475;0.0454788;1.31437;0.296035;1028.72;5094.66;555.42;0.498486;0.000789409;0.00654287;0.00161656;246.335;1654.49;48.0629;0.00474465;0.000986921;0.000670144;0.0283558;11.2996;53.1695;0.00289238;0.00102276;0.000601294;0.0348072;11.2996;3.52303
0.495514;0.445383;3.08069;0.0538988;15.6856;409.69;826.798;0.474435;0.162484;4.47966;1.42377;1.93746;54.4385;114.744;0.0950605;1.35216;3.92764;0.538708;0.0897765;0.0196136;0.00829826;0.0702916;560.751;65.0897;3.18207;0.0540161;0.288704;580.81;18524.4;0.0984886;2.13609;0.374669;0.0104793;484.1;4.43435;0.0421825;0.0574029;0.00974995;0.000102794;9.49278;22.6046;0.0399516;0.0576881;0.00959259;8.30E-05;9.49278;330.868;4.929;5.68709;1.04833;0.0835894;0.110558;0.177137;0.431293;0.0268365;1.7823;801.815;376.289;386.61;0.000890053;0.555871;0.203848;0.431482;3.57681;195.289;1.64496;367.695;1.20617;81.3637;0.676843;602865;710.836;0.121979;0.105532;0.115391;8.59392;139.319;0.0748898;856.214;0.123395;0.11624;0.101494;14.9598;1721;967.956;8.29516;10.5511;2.49057;0.0782779;1.17603;0.040218;1575.48;0.183243;0.163012;0.155698;196.106;0.409773;0.142018;0.125359;0.431938;1769.13;1265.66;3349.4;0.000761611;2.80969;0.238789;0.306425;2379.31;1367.64;24818;0.00601474;0.0456913;24.0389;0.0618332;18183.1;0.00969441;0.0431678;4.24217;0.0537283;4.83233;3.52141;1.10378;62.1158;5.62784;3.69058;1.29756;62.1158;11612.3;0.795068;0.606847;0.102296;15.099;0.442432;97.3064;816.814;2.32071;1.78909;250.783;0.0146506;0.214363;0.251271;0.457929;0.433253;16.6402;1407.19;0.0481835;1.21854;0.263683;1172.5;5265.75;341.867;0.035465;0.000759415;0.00640362;0.0006367;216.933;59046.1;61.9981;0.00383717;0.00118602;0.000672963;0.0301609;9.77286;61.5107;0.0027491;0.00102498;0.000688695;0.0294152;9.77286;2.22145
0.470368;0.0570146;4.90248;0.130154;182.52;45.5053;96.7442;0.471854;0.248188;5.68708;0.309393;38.751;1400.1;2967.22;0.0839188;1.30816;5.82338;0.517769;0.0857284;0.0128368;0.00821973;0.0756105;576.098;48.185;5.17237;0.0531722;0.233879;603.536;15869.8;0.0960856;2.21982;0.377045;0.0108061;459.72;9.99446;0.0425549;0.0566575;0.00966777;9.75E-05;10.232;4.87884;0.0389008;0.0590419;0.00945897;0.000110071;10.232;261.439;3.15072;4.16939;14.0447;0.0635664;0.114099;0.163502;0.507668;0.0189242;4.90856;1231.4;509.021;14891.1;0.000837491;0.561188;0.171287;0.421851;5.10363;213.933;1.71431;370.544;1.10246;112.95;0.773666;148402;681.802;0.124505;0.118049;0.0906773;12.4193;29.2732;0.0162992;704.533;0.150408;0.0977595;0.095748;10.1513;1766.72;1157.31;16.4485;10.165;1.18887;0.0790815;1.00874;0.043446;1313.56;0.181159;0.155365;0.15264;225.437;0.510164;0.151286;0.11388;0.354514;1928.69;1226.69;3246.81;0.0105738;2.24739;0.0404501;0.324294;2874.69;1337.1;23141.8;0.0378051;0.0546419;25.9242;0.0560019;19800.8;0.133297;0.0490712;4.57486;0.0534837;4.57145;4.50607;1.53113;94.8445;6.24201;4.25514;0.987796;94.8445;9853.83;0.546322;0.408924;0.111795;12.8349;0.398016;91.8012;1402.76;2.42748;2.08929;216.784;0.0128396;0.235156;0.225433;0.526178;0.395315;9.72454;966.423;0.0464325;1.30824;0.226753;1575.79;5882.26;409.833;0.019535;0.000772518;0.00733209;0.00679869;297.539;235.728;52.2466;0.00345026;0.00115545;0.000701799;0.0306635;12.0244;45.5899;0.00359114;0.000837663;0.000559251;0.0355492;12.0244;3.14675
0.473765;0.512564;4.91289;0.67922;8.93518;23.4413;49.4787;0.462274;0.0499278;4.36364;0.374076;2.10712;34532.9;74702.1;0.091617;1.57757;3.58322;0.57817;0.115746;0.0163368;0.00860655;0.0678071;616.615;84.8809;4.29388;0.0439654;0.221295;590.186;20105.6;0.107825;2.08507;0.373842;0.00902539;480.241;12.2531;0.036883;0.0604399;0.00926371;8.82E-05;7.7453;5.50413;0.0362879;0.0581746;0.00928482;0.000102939;7.7453;207.517;6.03026;3.986;38.8583;0.0630451;0.116096;0.15088;0.406414;0.0216065;1.04259;685.292;449.147;39.2404;0.000910391;0.568331;0.218624;0.405801;3.45751;189.79;1.65825;371.823;1.10678;96.4371;0.629071;32093.4;880.44;0.135335;0.113594;0.10615;12.7074;103.282;0.0545887;894.53;0.128675;0.120505;0.101792;16.9638;1788.73;1303.95;14.61;9.10325;0.395663;0.0530565;0.953815;0.0432727;2102.26;0.160111;0.197594;0.144936;222.14;0.338412;0.154179;0.119885;0.383246;1409.76;1316.29;3341.86;0.00215516;1.20797;0.0840971;0.201203;2242.47;1054.95;17904.4;0.0320311;0.048169;33.1035;0.0539901;17011.5;0.0153514;0.0552589;5.84179;0.0533474;5.04503;3.42821;1.24362;76.2171;5.69517;4.41846;1.51646;76.2171;9996;0.745457;0.687758;0.115762;15.873;0.311974;66.3373;1474.14;2.33378;2.19807;202.292;0.0123017;0.276153;0.216961;0.419109;0.379396;72.8403;5138.95;0.0457227;1.21144;0.284766;1091.43;5611.13;426.314;0.0815816;0.000766558;0.00616285;0.000532507;203.891;2.55127;47.3908;0.00427532;0.000883489;0.000651408;0.0245452;13.2776;47.1642;0.00328775;0.000856422;0.000652631;0.0262456;13.2776;2.87706
0.475045;0.147324;3.00485;0.387526;100.039;4151.35;8738.86;0.451557;1.06425;4.70137;0.0804824;0.391236;21.51;47.6353;0.0648415;1.38035;3.35464;0.690627;0.102211;0.0178607;0.00741925;0.0738332;642.173;52.9162;3.5889;0.0423499;0.273436;568.72;16400.6;0.0807498;1.94529;0.381591;0.0122692;452.148;21.3357;0.0338553;0.0589507;0.00911821;9.39E-05;8.06402;4.56063;0.0424577;0.0559521;0.0093601;0.000148157;8.06402;281.389;4.05904;4.98133;4.65306;0.0788027;0.0485166;0.177245;0.337996;0.0216817;1.04755;1874.45;421.886;3.27997;0.000948342;0.549305;0.256224;0.53443;4.78459;173.975;1.76778;372.302;1.02492;110.152;0.662116;192739;872.165;0.11319;0.100239;0.136531;13.4045;99.2592;0.0535845;496.657;0.127337;0.125145;0.112055;15.5483;1753.13;1020.27;14.4186;12.7778;0.441881;0.0691586;0.988941;0.0348052;1687.63;0.176574;0.129193;0.143578;255.111;0.517192;0.134491;0.111672;0.385279;2320.72;1313.72;3418.14;0.0040851;3.8038;0.0952484;0.246538;2416.89;1497.86;19477.8;0.0348555;0.0638557;27.9422;0.0571575;19793.1;0.0160508;0.0535009;4.93097;0.0520227;6.25463;3.26892;1.65156;78.0945;4.72011;4.40278;1.28763;78.0945;11094.8;0.668792;0.550793;0.10662;18.5182;0.424787;24.0497;1185.35;2.46689;2.22516;195.309;0.00912807;0.293099;0.252917;0.508285;0.509972;2.60699;245.632;0.0441266;1.19829;0.249931;1169.79;5529.25;416.806;0.0863473;0.000760437;0.00799013;0.00260649;242.577;12.2515;39.027;0.0045457;0.00110729;0.000585367;0.0321955;10.2878;47.0834;0.00309928;0.0011537;0.000503482;0.0348162;10.2878;2.42895
0.447428;5.0019;3.75885;0.0847429;1139.19;4379.56;9788.29;0.462572;0.465399;1.07761;0.530379;105.428;81.7046;176.631;0.0832729;1.70454;5.33273;0.617766;0.0916124;0.0146459;0.00747362;0.065024;336.29;45.3313;3.34514;0.0509257;0.200704;540.191;14770.4;0.116874;2.01343;0.380955;0.0106455;471.548;5.90416;0.0294138;0.0571935;0.00885138;9.11E-05;7.29619;7.58458;0.0297294;0.0564533;0.00904794;9.78E-05;7.29619;227.301;4.75639;4.81216;37.0509;0.0596344;0.105635;0.137239;0.393045;0.0214551;10.2835;646.771;460.296;2659.71;0.00079246;0.561685;0.249344;0.419706;3.99149;178.346;1.65944;370.323;1.15721;103.802;0.805939;1.15E+06;626.831;0.147304;0.107443;0.101315;14.1449;80.168;0.0419261;675.534;0.117999;0.0991121;0.113296;14.1768;1831.96;1166.26;20.0882;11.6398;0.41816;0.0580979;0.951627;0.0492987;1724.09;0.164871;0.175691;0.159813;186.88;0.46256;0.193776;0.121098;0.4364;2229.23;1350.83;3245.59;0.000765726;2.03663;0.0988162;0.220416;2073.03;1437.42;18014.3;0.0300318;0.0412398;28.6831;0.050948;25263.6;0.276091;0.0507466;5.06172;0.0573297;5.90595;3.60676;1.44123;52.2641;7.14304;3.56348;1.61375;52.2641;10638.2;0.760104;0.5665;0.106758;14.3247;0.363975;100.289;834.308;2.57428;1.96403;251.007;0.011164;0.255792;0.260847;0.502413;0.383954;17.8991;2139.41;0.0457791;1.18823;0.252266;1233.06;5718.42;503.503;0.1241;0.000774693;0.00608682;0.00129137;252.146;3620.96;50.4491;0.0032746;0.00101158;0.000686402;0.0286445;8.99953;51.735;0.00332258;0.00110685;0.000691419;0.0312719;8.99953;2.72491
0.469781;0.301172;7.1276;0.51368;322.13;1499.26;3191.4;0.493731;0.100565;2.45977;0.232637;201.568;3922.31;7944.22;0.120165;1.44144;2.96998;0.768491;0.0789847;0.0134031;0.00832806;0.0707516;575.034;38.7731;3.28354;0.0569883;0.235252;617.608;15851.6;0.104198;1.65101;0.407748;0.010758;479.058;9.3977;0.0392852;0.0571417;0.00974294;0.000108693;10.7917;3.22401;0.0325769;0.0568553;0.00961284;0.000100009;10.7917;231.056;5.01055;3.81022;4.02083;0.0522504;0.0837984;0.161113;0.369407;0.0156693;0.527625;1310.69;559.019;3051.18;0.000791029;0.570335;0.260509;0.520848;3.42113;177.573;1.68838;370.571;1.21528;158.67;0.628871;11262.8;675.565;0.132319;0.106113;0.0853131;9.0583;126.056;0.0646651;922.29;0.145271;0.102002;0.120728;11.4634;1823.3;958.343;20.6641;9.8808;2.74294;0.0639557;0.933981;0.0404927;1391.41;0.168722;0.157135;0.154014;274.377;0.433535;0.150485;0.118653;0.357655;1652.74;1277.5;3412.21;0.00294704;1.3004;0.111404;0.304738;3045.86;1134.15;17475;0.0168394;0.0465352;31.202;0.0555731;22102.9;0.0252844;0.0508407;5.50623;0.0618105;4.53454;4.17326;1.44111;65.8388;6.02606;4.27236;1.40099;65.8388;9937.74;0.749571;0.419575;0.140522;14.0631;0.283591;88.516;870.725;2.50051;1.84193;230.735;0.00906288;0.279652;0.223981;0.569388;0.363228;5.43646;753.136;0.0485536;1.23493;0.245015;1376.36;5624.19;400.781;0.431727;0.000784879;0.00676772;0.00059367;217.757;66.2576;46.5105;0.00368696;0.000876382;0.000629649;0.0243172;6.75853;39.2464;0.00410609;0.0009867;0.000643498;0.0362367;6.75853;2.8834
0.463279;0.0471316;0.747157;3.13112;20.1217;24474.9;52829.7;0.48159;0.146774;2.91994;0.771946;0.133059;1481.81;3076.91;0.0818441;1.64746;3.68183;0.679007;0.073497;0.0125518;0.00881355;0.0660703;732.143;72.1809;3.62401;0.0539617;0.264001;630.832;18017.4;0.0946751;1.72592;0.407742;0.0124587;453.747;16.6279;0.0345508;0.0595867;0.00924612;0.000108098;8.32359;5.03163;0.0540559;0.0585454;0.00906998;0.000100497;8.32359;341.787;3.76196;4.08166;12.6918;0.0529011;0.110121;0.163437;0.626191;0.0246449;1.43256;845.018;427.866;1964.06;0.000807368;0.555174;0.273322;0.42233;4.26867;180.443;1.6862;366.685;1.15011;110.27;0.653648;638433;705.552;0.122883;0.132019;0.109224;10.0574;35.8253;0.0200387;644.335;0.13899;0.0973322;0.105797;10.8686;1751.98;1083.09;12.518;13.8621;1.24626;0.0602101;0.826729;0.0346514;1927.52;0.165903;0.170005;0.125484;222.72;0.481831;0.0856247;0.121539;0.419418;1964.97;1193.69;3476.96;0.00544254;2.05009;0.0568501;0.384095;2735.33;1795.81;19104.4;0.0707933;0.0497721;22.0327;0.0527439;17206.4;0.00771769;0.0524473;3.88812;0.0498263;6.29761;3.75633;1.1613;73.3842;5.80257;3.77955;1.52693;73.3842;10540.2;0.747676;0.492963;0.117747;15.5696;0.289341;86.2035;1358.7;2.49864;1.88788;224.689;0.00955211;0.255975;0.236923;0.467087;0.33693;7.44035;999.45;0.0470966;1.22678;0.235913;1250.02;5104;413.935;0.00859974;0.000784193;0.00709677;0.00142146;220.853;2298.87;52.8768;0.00289073;0.000814395;0.000698444;0.0305926;10.9719;57.3304;0.00297776;0.000841284;0.000559367;0.040582;10.9719;2.79483
0.482846;0.184559;1.48423;0.276293;281.754;385.846;799.107;0.49473;0.0685251;1.07065;0.0565263;15.4655;119698;241946;0.0762305;1.09478;2.94105;0.628984;0.09783;0.0140454;0.00866472;0.0549965;678.949;37.8911;4.44356;0.0599346;0.255853;599.615;17197.7;0.0957751;1.87685;0.417392;0.008461;445.16;3.69579;0.0340351;0.0585135;0.00928501;7.71E-05;12.4907;10.2502;0.0338751;0.0581458;0.00962011;8.68E-05;12.4907;271.042;5.61558;7.18916;26.1309;0.0514764;0.087282;0.171048;0.503297;0.0220363;1.20338;1199.4;525.825;190.416;0.000943405;0.563498;0.280802;0.484189;3.14954;201.323;1.76307;370.709;1.0002;131.935;0.83407;124618;663.682;0.115192;0.133171;0.101219;11.0399;145.83;0.0799626;800.134;0.104614;0.132487;0.0914084;12.7641;1677.89;1075.04;14.7927;12.0029;1.60637;0.0558894;0.991038;0.0481655;1230.78;0.168743;0.173035;0.147135;216.694;0.491398;0.184838;0.117808;0.27877;1575.05;1368.22;3347.88;0.000307316;2.24218;0.0378148;0.437033;3283.55;1496.6;19111;0.0931959;0.0454251;27.942;0.0540261;21247.1;0.0161178;0.0538643;4.93095;0.0522693;5.74134;3.49146;1.28491;97.9705;5.39544;3.78039;1.29921;97.9705;12115.7;0.70227;0.372142;0.117282;13.0547;0.344468;30.9021;935.377;2.51563;1.85995;217.514;0.0120031;0.268742;0.247407;0.517786;0.380076;11.7651;1229.3;0.048684;1.21878;0.275038;1156.14;5359.08;417.845;0.0349362;0.000764425;0.00673961;0.00562457;250.573;42.1354;34.5388;0.00333245;0.00117368;0.000686905;0.0288381;8.36185;41.4192;0.00348668;0.00118913;0.000568972;0.0345254;8.36185;3.11368
0.486665;0.152612;3.38852;0.110864;106.414;163.049;335.034;0.457785;0.810141;8.71134;0.281837;0.0337698;185.711;405.673;0.0669115;1.73816;2.65987;0.54631;0.0864295;0.0131888;0.0089995;0.0690214;647.353;59.1027;4.94181;0.0591388;0.224538;574.089;17484.9;0.0954681;1.93828;0.382731;0.0116396;445.29;4.10052;0.038065;0.0572154;0.00906106;8.65E-05;7.41729;10.0365;0.0427998;0.0582292;0.00928172;8.56E-05;7.41729;240.965;4.25476;5.466;7.21235;0.0610203;0.0712409;0.159276;0.355508;0.0173838;4.18546;1921.69;695.738;69418.6;0.000832277;0.562412;0.24113;0.386811;4.21394;155.089;1.78311;371.215;1.07192;111.416;0.76794;197751;690.438;0.146903;0.126548;0.0881845;17.2609;148.829;0.0771584;736.75;0.127037;0.113528;0.0794179;11.3024;1780.05;877.836;15.9581;8.31451;1.79459;0.0558567;0.962275;0.0376719;1588.95;0.175596;0.162972;0.137979;255.783;0.450034;0.0898713;0.137739;0.412013;1665.49;1249.7;3338.15;0.0295652;1.13491;0.0897346;0.386099;3472.34;1060.71;13715.4;0.0188134;0.0431195;30.7336;0.0550128;17883.8;0.0441132;0.0546853;5.42357;0.0541914;7.04328;4.50683;1.21146;55.9545;4.47821;4.59101;1.12203;55.9545;11421.3;0.650138;0.708638;0.117312;13.6677;0.339978;21.7033;1309.26;2.57554;2.21006;231.755;0.0101561;0.221906;0.238212;0.557358;0.440461;5.94059;794.558;0.0458002;1.24685;0.283862;1232.72;6127.61;390.889;0.026114;0.00076929;0.0074135;0.00130187;240.779;2.25953;46.3559;0.00416715;0.00101736;0.000559094;0.0319089;10.8162;56.1437;0.00341875;0.00101281;0.000572647;0.0281257;10.8162;4.25527
